country,company,isin,symbol,combined
united states,Greek Org of Football Prognostics,US3924831031,GOFPY,Greek Org of Football Prognostics | US3924831031
united states,Banorte ADR,US40052P1075,GBOOY,Banorte ADR | US40052P1075
united states,Grupo TMM SAB,US40051D3035,GTMAY,Grupo TMM SAB | US40051D3035
united states,Guangdong Investment,US4006542082,GGDVY,Guangdong Investment | US4006542082
united states,H Lundbeck AS,US40422M2061,HLUYY,H Lundbeck AS | US40422M2061
united states,Hachijuni Bank,US4045082025,HACBY,Hachijuni Bank | US4045082025
united states,Hang Lung Properties,US41043M1045,HLPPY,Hang Lung Properties | US41043M1045
united states,Hang Seng Bank,US41043C3043,HSNGY,Hang Seng Bank | US41043C3043
united states,Hannover Re,US4106931052,HVRRY,Hannover Re | US4106931052
united states,HeidelbergCement ADR,US42281P2056,HDELY,HeidelbergCement ADR | US42281P2056
united states,Heineken NV,US4230123014,HEINY,Heineken NV | US4230123014
united states,Hellenic Telecommunications Org,US4233253073,HLTOY,Hellenic Telecommunications Org | US4233253073
united states,Henderson Land Development,US4251663039,HLDCY,Henderson Land Development | US4251663039
united states,Henkel AG & Co KGAA,US42550U1097,HENKY,Henkel AG & Co KGAA | US42550U1097
united states,Hennes & Mauritz AB,US4258831050,HNNMY,Hennes & Mauritz AB | US4258831050
united states,Hermes International SA,US42751Q1058,HESAY,Hermes International SA | US42751Q1058
united states,Hino Motors ADR,US4334062043,HINOY,Hino Motors ADR | US4334062043
united states,Hitachi ADR,US4335785071,HTHIY,Hitachi ADR | US4335785071
united states,Lafargeholcim ADR,US50586V1089,HCMLY,Lafargeholcim ADR | US50586V1089
united states,Hong Kong & China Gas Co,US4385503036,HOKCY,Hong Kong & China Gas Co | US4385503036
united states,Hong Kong Exchange & Clearing,US43858F1093,HKXCY,Hong Kong Exchange & Clearing | US43858F1093
united states,Hoya Corp,US4432511032,HOCPY,Hoya Corp | US4432511032
united states,Hugo Boss AG,US4445601069,BOSSY,Hugo Boss AG | US4445601069
united states,Husqvarna AB,US4481031015,HSQVY,Husqvarna AB | US4481031015
united states,Hypera,US44914U1060,HYPMY,Hypera | US44914U1060
united states,Iberdrola SA,US4507371015,IBDRY,Iberdrola SA | US4507371015
united states,Impala Platinum Holdings Ltd PK,US4525533083,IMPUY,Impala Platinum Holdings Ltd PK | US4525533083
united states,Imperial Holdings Ltd PK,US4528332053,IHLDY,Imperial Holdings Ltd PK | US4528332053
united states,Imperial Brands,US45262P1021,IMBBY,Imperial Brands | US45262P1021
united states,Incitec Pivot ADR,US45326Y2063,INCZY,Incitec Pivot ADR | US45326Y2063
united states,Indra Sistemas SA,US45579R1068,ISMAY,Indra Sistemas SA | US45579R1068
united states,Industria de Diseno Textil,US4557931098,IDEXY,Industria de Diseno Textil | US4557931098
united states,Industrial Commercial Bank of China,US4558071076,IDCBY,Industrial Commercial Bank of China | US4558071076
united states,Infineon ADR,US45662N1037,IFNNY,Infineon ADR | US45662N1037
united states,Informa ADR,US45672B3050,IFJPY,Informa ADR | US45672B3050
united states,Ingenico Group ADR,US45684W1071,INGIY,Ingenico Group ADR | US45684W1071
united states,Inpex ADR,US45790H1014,IPXHY,Inpex ADR | US45790H1014
united states,Int Consolidated Airlines,US4593481082,ICAGY,Int Consolidated Airlines | US4593481082
united states,Intertek Group Plc,US4611301064,IKTSY,Intertek Group Plc | US4611301064
united states,Intesa Sanpaolo SpA PK,US46115H1077,ISNPY,Intesa Sanpaolo SpA PK | US46115H1077
united states,Ipsen ADR,US4626292050,IPSEY,Ipsen ADR | US4626292050
united states,Isuzu Motors,US4652542097,ISUZY,Isuzu Motors | US4652542097
united states,Itochu ADR,US4657171066,ITOCY,Itochu ADR | US4657171066
united states,ITV ADR,US45069P1075,ITVPY,ITV ADR | US45069P1075
united states,J Sainsbury PLC,US4662492085,JSAIY,J Sainsbury PLC | US4662492085
united states,Jardine Matheson Holdings Ltd PK,US4711154025,JMHLY,Jardine Matheson Holdings Ltd PK | US4711154025
united states,Jardine Strategic Holdings Ltd PK,US4711222004,JSHLY,Jardine Strategic Holdings Ltd PK | US4711222004
united states,JBS SA,US4661101034,JBSAY,JBS SA | US4661101034
united states,Jeronimo Martins SGPS SA ADR,US4764931014,JRONY,Jeronimo Martins SGPS SA ADR | US4764931014
united states,JGC Corp,US4661401004,JGCCY,JGC Corp | US4661401004
united states,Johnson Matthey,US4791425071,JMPLY,Johnson Matthey | US4791425071
united states,JSC MMC Norilsk Nickel ADR,US55315J1025,NILSY,JSC MMC Norilsk Nickel ADR | US55315J1025
united states,JSR Corp,US46632X1063,JSCPY,JSR Corp | US46632X1063
united states,Julius Baer Group,US48137C1080,JBAXY,Julius Baer Group | US48137C1080
united states,Kao ADR,US4855374017,KAOOY,Kao ADR | US4855374017
united states,KASIKORNBANK Public Co,US4857851095,KPCPY,KASIKORNBANK Public Co | US4857851095
united states,Kawasaki Heavy Industries ADR,US4863592014,KWHIY,Kawasaki Heavy Industries ADR | US4863592014
united states,KBC Group SA,US48241F1049,KBCSY,KBC Group SA | US48241F1049
united states,KDDI Corp PK,US48667L1061,KDDIY,KDDI Corp PK | US48667L1061
united states,Keppel Corporation,US4920513052,KPELY,Keppel Corporation | US4920513052
united states,Kering SA,US4920891078,PPRUY,Kering SA | US4920891078
united states,Kimberly-Clark de Mexico,US4943862049,KCDMY,Kimberly-Clark de Mexico | US4943862049
united states,Kingfisher ADR,US4957244035,KGFHY,Kingfisher ADR | US4957244035
united states,Kirin Holdings Co,US4973503067,KNBWY,Kirin Holdings Co | US4973503067
united states,Koc Holdings AS,US49989A1097,KHOLY,Koc Holdings AS | US49989A1097
united states,Komatsu,US5004584018,KMTUY,Komatsu | US5004584018
united states,Kone Oyj ADR,US50048H1014,KNYJY,Kone Oyj ADR | US50048H1014
united states,Konica Minolta Inc,US50048B1044,KNCAY,Konica Minolta Inc | US50048B1044
united states,Koninklijke Ahold ADR,US5004675014,ADRNY,Koninklijke Ahold ADR | US5004675014
united states,Kubota ADR,US5011732071,KUBTY,Kubota ADR | US5011732071
united states,Kumba Iron Ore Ltd PK,US50125N1046,KIROY,Kumba Iron Ore Ltd PK | US50125N1046
united states,Kunlun Energy Co Ltd PK,US50126A1016,KLYCY,Kunlun Energy Co Ltd PK | US50126A1016
united states,Kuraray Co,US50127R1032,KURRY,Kuraray Co | US50127R1032
united states,L’Air Liquide,US0091262024,AIQUY,L’Air Liquide | US0091262024
united states,Legal & General Group Plc,US52463H1032,LGGNY,Legal & General Group Plc | US52463H1032
united states,Lend Lease,US5260232054,LLESY,Lend Lease | US5260232054
united states,Lenovo Group Ltd PK,US5262501050,LNVGY,Lenovo Group Ltd PK | US5262501050
united states,Li & Fung PK,US5018971029,LFUGY,Li & Fung PK | US5018971029
united states,Liquefied Natural Gas Ltd PK,US53632G1094,LNGLY,Liquefied Natural Gas Ltd PK | US53632G1094
united states,Living Cell Technologies,US53838R1077,LVCLY,Living Cell Technologies | US53838R1077
united states,Lixil Group Corp,US53931R1032,JSGRY,Lixil Group Corp | US53931R1032
united states,Localiza Rent A Car SA,US53956W3007,LZRFY,Localiza Rent A Car SA | US53956W3007
united states,Lonmin plc PK,US54336Q3020,LNMIY,Lonmin plc PK | US54336Q3020
united states,Lonza Group AG,US54338V1017,LZAGY,Lonza Group AG | US54338V1017
united states,L’Oreal ADR,US5021172037,LRLCY,L’Oreal ADR | US5021172037
united states,Lukoil DRC,US69343P1057,LUKOY,Lukoil DRC | US69343P1057
united states,Lynas ADR,US5510733075,LYSDY,Lynas ADR | US5510733075
united states,Macquarie Group ADR,US55607P2048,MQBKY,Macquarie Group ADR | US55607P2048
united states,Magyar Telekom Plc,US5597761098,MYTAY,Magyar Telekom Plc | US5597761098
united states,Mahanagar Telephone Nigam PK,US5597784025,MTENY,Mahanagar Telephone Nigam PK | US5597784025
united states,Malayan Banking Berhad,US56108H1059,MLYBY,Malayan Banking Berhad | US56108H1059
united states,Marfrig Global Foods SA,US56656T1051,MRRTY,Marfrig Global Foods SA | US56656T1051
united states,Marks & Spencer Group Plc,US5709121058,MAKSY,Marks & Spencer Group Plc | US5709121058
united states,Marubeni ADR,US5738102079,MARUY,Marubeni ADR | US5738102079
united states,Mazda Motor ADR,US5787871038,MZDAY,Mazda Motor ADR | US5787871038
united states,Merck ADR,US5893392093,MKKGY,Merck ADR | US5893392093
united states,Ceconomy ADR,US1500421094,MTTRY,Ceconomy ADR | US1500421094
united states,Metso Corporation,US5926711012,MXCYY,Metso Corporation | US5926711012
united states,Michelin Cie Des Estb,US59410T1060,MGDDY,Michelin Cie Des Estb | US59410T1060
united states,Mitsubishi Corp,US6067693050,MSBHY,Mitsubishi Corp | US6067693050
united states,Mitsubishi Electric ADR,US6067762012,MIELY,Mitsubishi Electric ADR | US6067762012
united states,Mitsubishi Estate ADR,US6067832070,MITEY,Mitsubishi Estate ADR | US6067832070
united states,Mitsubishi Tanabe Pharma Corp,US6068132025,MTZPY,Mitsubishi Tanabe Pharma Corp | US6068132025
united states,Monotaro Co,US61022V1070,MONOY,Monotaro Co | US61022V1070
united states,Mr Price Group,US62476L2079,MRPLY,Mr Price Group | US62476L2079
united states,MS&AD Insurance Group Holdings PK,US5534911012,MSADY,MS&AD Insurance Group Holdings PK | US5534911012
united states,MTN Group Ltd PK,US62474M1080,MTNOY,MTN Group Ltd PK | US62474M1080
united states,MTU Aero Engines AG,US62473G1022,MTUAY,MTU Aero Engines AG | US62473G1022
united states,Muenchener Rueckver Ges,US6261881063,MURGY,Muenchener Rueckver Ges | US6261881063
united states,Murata Manufacturing Inc,US6264251025,MRAAY,Murata Manufacturing Inc | US6264251025
united states,Nampak,US6298982066,NPKLY,Nampak | US6298982066
united states,Naspers ADR,US6315122092,NPSNY,Naspers ADR | US6315122092
united states,National Australia Bank ADR,US6325254083,NABZY,National Australia Bank ADR | US6325254083
united states,Nedbank Group Ltd,US63975K1043,NDBKY,Nedbank Group Ltd | US63975K1043
united states,Nestle ADR,US6410694060,NSRGY,Nestle ADR | US6410694060
united states,New World ADR,US6492743058,NDVLY,New World ADR | US6492743058
united states,Newcrest Mining Ltd PK,US6511911082,NCMGY,Newcrest Mining Ltd PK | US6511911082
united states,Nikon Corp,US6541112024,NINOY,Nikon Corp | US6541112024
united states,Nippon Steel ADR,US65461T1016,NPSCY,Nippon Steel ADR | US65461T1016
united states,Nippon Yusen Kabushiki Kaisha,US6546333047,NPNYY,Nippon Yusen Kabushiki Kaisha | US6546333047
united states,Nissan Motor ADR,US6547444082,NSANY,Nissan Motor ADR | US6547444082
united states,Nitto Denko Corp,US6548022069,NDEKY,Nitto Denko Corp | US6548022069
united states,Noble Group,US65504R2031,NOBGY,Noble Group | US65504R2031
united states,Nokian Tyres ADR,US65528V1070,NKRKY,Nokian Tyres ADR | US65528V1070
united states,Nordea Bank ADR,US65558R1095,NRDBY,Nordea Bank ADR | US65558R1095
united states,Norsk Hydro ASA ADR,US6565316055,NHYDY,Norsk Hydro ASA ADR | US6565316055
united states,Novozymes AS,US6701081092,NVZMY,Novozymes AS | US6701081092
united states,NSK ADR,US6701841008,NPSKY,NSK ADR | US6701841008
united states,OJSC Polyus Gold,US73181P1021,OPYGY,OJSC Polyus Gold | US73181P1021
united states,Olympus Corp,US68163W1099,OCPNY,Olympus Corp | US68163W1099
united states,OMRON ADR,US6821513032,OMRNY,OMRON ADR | US6821513032
united states,OMV AG PK,US6708755094,OMVKY,OMV AG PK | US6708755094
united states,Ono Pharmaceutical Co,US6827361030,OPHLY,Ono Pharmaceutical Co | US6827361030
united states,Orica ADR,US68618H1032,OCLDY,Orica ADR | US68618H1032
united states,Orkla ASA ADR,US6863311097,ORKLY,Orkla ASA ADR | US6863311097
united states,Otsuka ADR,US6891641010,OTSKY,Otsuka ADR | US6891641010
united states,Panasonic Corp PK,US69832A2050,PCRFY,Panasonic Corp PK | US69832A2050
united states,Pandora ADR,US6983412031,PANDY,Pandora ADR | US6983412031
united states,PCCW,US70454G2075,PCCWY,PCCW | US70454G2075
united states,Persimmon Plc,US7153181018,PSMMY,Persimmon Plc | US7153181018
united states,Petrofac ADR,US7164731033,POFCY,Petrofac ADR | US7164731033
united states,Petroleum Geo-Services ADR,US69290P1084,PGSVY,Petroleum Geo-Services ADR | US69290P1084
united states,Peugeot SA,US7168301049,PUGOY,Peugeot SA | US7168301049
united states,Ping An Insurance Company of China,US72341E3045,PNGAY,Ping An Insurance Company of China | US72341E3045
united states,Piraeus Bank ADR,US7242494042,BPIRY,Piraeus Bank ADR | US7242494042
united states,Porsche Automobile Holding SE,US73328P1066,POAHY,Porsche Automobile Holding SE | US73328P1066
united states,Power Assets Holdings,US7391972004,HGKGY,Power Assets Holdings | US7391972004
united states,PPC,US69354A2033,PPCLY,PPC | US69354A2033
united states,Prada Spa PK,US73942H1005,PRDSY,Prada Spa PK | US73942H1005
united states,Premier Oil ADR,US7405361079,PMOIY,Premier Oil ADR | US7405361079
united states,ProSiebenSat1 Media AG,US7434762024,PBSFY,ProSiebenSat1 Media AG | US7434762024
united states,Astra Int,US69367X1090,PTAIY,Astra Int | US69367X1090
united states,PT Bank Mandiri Persero TBK,US69367U1051,PPERY,PT Bank Mandiri Persero TBK | US69367U1051
united states,PT Kalba Farma IDR,US69368A1088,PTKFY,PT Kalba Farma IDR | US69368A1088
united states,Semen Persero,US69367J1007,PSGTY,Semen Persero | US69367J1007
united states,PT United Tractors,US69367T1088,PUTKY,PT United Tractors | US69367T1088
united states,Publicis Groupe SA,US74463M1062,PUBGY,Publicis Groupe SA | US74463M1062
united states,QBE Insurance Group ADR,US74728G6052,QBIEY,QBE Insurance Group ADR | US74728G6052
united states,Randstad Holdings NV,US75279Q1085,RANJY,Randstad Holdings NV | US75279Q1085
united states,Reckitt Benckiser ADR,US7562552049,RBGLY,Reckitt Benckiser ADR | US7562552049
united states,Red Electrica ADR,US7565681019,RDEIY,Red Electrica ADR | US7565681019
united states,Rentokil ADR,US7601251041,RTOKY,Rentokil ADR | US7601251041
united states,Repsol SA,US76026T2050,REPYY,Repsol SA | US76026T2050
united states,Rheinmetall ADR,US76206K1079,RNMBY,Rheinmetall ADR | US76206K1079
united states,Rib Software AG PK,US74965G1022,RSTAY,Rib Software AG PK | US74965G1022
united states,Ricoh Company,US7656583074,RICOY,Ricoh Company | US7656583074
united states,Robinsons Retail Holdings Inc,US7710071017,RRETY,Robinsons Retail Holdings Inc | US7710071017
united states,Roche Holding ADR,US7711951043,RHHBY,Roche Holding ADR | US7711951043
united states,Rohm ADR,US7753761060,ROHCY,Rohm ADR | US7753761060
united states,Rolls Royce Holdings plc,US7757812067,RYCEY,Rolls Royce Holdings plc | US7757812067
united states,PJSC Rostelecom,US7785291078,ROSYY,PJSC Rostelecom | US7785291078
united states,Royal DSM NV,US7802491081,RDSMY,Royal DSM NV | US7802491081
united states,Koninklijke ADR,US7806412059,KKPNY,Koninklijke ADR | US7806412059
united states,Royal Mail ADR,US78033R1077,ROYMY,Royal Mail ADR | US78033R1077
united states,RSA Insurance ADR,US74971A2069,RSNAY,RSA Insurance ADR | US74971A2069
united states,RusHydro ADR,US7821834048,RSHYY,RusHydro ADR | US7821834048
united states,RWE AG PK,US74975E3036,RWEOY,RWE AG PK | US74975E3036
united states,Ryohin Keikaku Co,US78392U1051,RYKKY,Ryohin Keikaku Co | US78392U1051
united states,Safran SA,US7865841024,SAFRY,Safran SA | US7865841024
united states,Sage ADR,US78663S2014,SGPYY,Sage ADR | US78663S2014
united states,Sampo OYJ,US79588J1025,SAXPY,Sampo OYJ | US79588J1025
united states,Sands China ADR,US80007R1059,SCHYY,Sands China ADR | US80007R1059
united states,Sandvik AB ADR,US8002122013,SDVKY,Sandvik AB ADR | US8002122013
united states,Sanlam Ltd PK,US80104Q2084,SLLDY,Sanlam Ltd PK | US80104Q2084
united states,Santen Pharmaceutical Co,US80287P1003,SNPHY,Santen Pharmaceutical Co | US80287P1003
united states,Santos ADR,US8030218072,SSLZY,Santos ADR | US8030218072
united states,Sappi Ltd ADR,US8030692029,SPPJY,Sappi Ltd ADR | US8030692029
united states,Sberbank,US80585Y3080,SBRCY,Sberbank | US80585Y3080
united states,Schneider Electric SA,US80687P1066,SBGSY,Schneider Electric SA | US80687P1066
united states,SCOR PK,US80917Q1067,SCRYY,SCOR PK | US80917Q1067
united states,Secom ADR,US8131132065,SOMLY,Secom ADR | US8131132065
united states,Sega Sammy ADR,US8157941027,SGAMY,Sega Sammy ADR | US8157941027
united states,Seiko Epson ADR,US81603X1081,SEKEY,Seiko Epson ADR | US81603X1081
united states,Sekisui House ADR,US8160783077,SKHSY,Sekisui House ADR | US8160783077
united states,Seven i ADR,US81783H1059,SVNDY,Seven i ADR | US81783H1059
united states,Severn Trent PLC PK,US81814P2092,STRNY,Severn Trent PLC PK | US81814P2092
united states,SGS SA,US8188001049,SGSOY,SGS SA | US8188001049
united states,Sharp ADR,US8198823093,SHCAY,Sharp ADR | US8198823093
united states,Shin-Etsu Chemical ADR,US8245511055,SHECY,Shin-Etsu Chemical ADR | US8245511055
united states,Shiseido Company,US8248414075,SSDOY,Shiseido Company | US8248414075
united states,Shoprite ADR,US82510E2090,SRGHY,Shoprite ADR | US82510E2090
united states,Sims Metal Management Ltd PK,US8291601008,SMSMY,Sims Metal Management Ltd PK | US8291601008
united states,Singapore Airlines,US82930C1062,SINGY,Singapore Airlines | US82930C1062
united states,Singapore Telecommunications PK,US82929R3049,SGAPY,Singapore Telecommunications PK | US82929R3049
united states,SMC Corp Japan,US78445W3060,SMCAY,SMC Corp Japan | US78445W3060
united states,Smiths Group Plc,US83238P2039,SMGZY,Smiths Group Plc | US83238P2039
united states,Snam ADR,US78460A1060,SNMRY,Snam ADR | US78460A1060
united states,Societe Generale ADR,US83364L1098,SCGLY,Societe Generale ADR | US83364L1098
united states,Sodexo PK,US8337921048,SDXAY,Sodexo PK | US8337921048
united states,SoftBank Group,US83404D1090,SFTBY,SoftBank Group | US83404D1090
united states,Sonova Holding AG,US83569C1027,SONVY,Sonova Holding AG | US83569C1027
united states,Sony Financial Holdings Inc,US8357071005,SNYFY,Sony Financial Holdings Inc | US8357071005
united states,Spark New Zealand ADR,US84652A1025,SPKKY,Spark New Zealand ADR | US84652A1025
united states,SSE ADR,US78467K1079,SSEZY,SSE ADR | US78467K1079
united states,Standard Bank Group Ltd PK,US8531182066,SGBLY,Standard Bank Group Ltd PK | US8531182066
united states,Starpharma Holdings,US8555631022,SPHRY,Starpharma Holdings | US8555631022
united states,Stora Enso Oyj PK,US86210M1062,SEOAY,Stora Enso Oyj PK | US86210M1062
united states,Subsea 7 ADR,US8643231009,SUBCY,Subsea 7 ADR | US8643231009
united states,Suez Environnement Co SA,US8646911003,SZEVY,Suez Environnement Co SA | US8646911003
united states,Sumitomo ADR,US8656131039,SSUMY,Sumitomo ADR | US8656131039
united states,Sumitomo Metal ADR,US86563T1043,SMMYY,Sumitomo Metal ADR | US86563T1043
united states,Sumitomo Mitsui Trust Holdings PK,US86562X1063,SUTNY,Sumitomo Mitsui Trust Holdings PK | US86562X1063
united states,Sun Hung Kai Properties,US86676H3021,SUHJY,Sun Hung Kai Properties | US86676H3021
united states,Suncorp Group ADR,US86723Y3080,SNMCY,Suncorp Group ADR | US86723Y3080
united states,Suntory Beverage & Food,US86803T1043,STBFY,Suntory Beverage & Food | US86803T1043
united states,Surgutneftegaz OAO,US8688611057,SGTPY,Surgutneftegaz OAO | US8688611057
united states,Svenska Cellulosa AB,US8695874029,SVCBY,Svenska Cellulosa AB | US8695874029
united states,Svenska Handelsbanken PK,US86959C1036,SVNLY,Svenska Handelsbanken PK | US86959C1036
united states,Swatch Group AG,US8701231065,SWGAY,Swatch Group AG | US8701231065
united states,Swedbank AB,US8701951043,SWDBY,Swedbank AB | US8701951043
united states,Swire Pacific,US8707943028,SWRAY,Swire Pacific | US8707943028
united states,Swiss Re,US8708861088,SSREY,Swiss Re | US8708861088
united states,SwissCom AG,US8710131082,SCMWY,SwissCom AG | US8710131082
united states,Symrise Ag PK,US87155N1090,SYIEY,Symrise Ag PK | US87155N1090
united states,Sysmex Corp,US87184P1093,SSMXY,Sysmex Corp | US87184P1093
united states,Takeda Pharma ADR,US8740602052,TAK,Takeda Pharma ADR | US8740602052
united states,Tate & Lyle ADR,US8765706077,TATYY,Tate & Lyle ADR | US8765706077
united states,Tatneft ADR,US8766292051,OAOFY,Tatneft ADR | US8766292051
united states,Tav Havalimanlari Holding AS,US8767041077,TAVHY,Tav Havalimanlari Holding AS | US8767041077
united states,TDK ADR,US8723514084,TTDKY,TDK ADR | US8723514084
united states,Technicolor,US8785202040,TCLRY,Technicolor | US8785202040
united states,Techtronic Industries ADR,US87873R1014,TTNDY,Techtronic Industries ADR | US87873R1014
united states,Teijin,US8790632041,TINLY,Teijin | US8790632041
united states,Telenor ASA ADR,US87944W1053,TELNY,Telenor ASA ADR | US87944W1053
united states,Teleperformance PK,US87946F1003,TLPFY,Teleperformance PK | US87946F1003
united states,Telia ADR,US87960M2052,TLSNY,Telia ADR | US87960M2052
united states,Telstra Corporation ADR,US87969N2045,TLSYY,Telstra Corporation ADR | US87969N2045
united states,Tenaga Nasional Berhad,US8802771084,TNABY,Tenaga Nasional Berhad | US8802771084
united states,Terna Rete Elettrica Nazionale,US88088L1035,TEZNY,Terna Rete Elettrica Nazionale | US88088L1035
united states,Tesco PLC,US8815753020,TSCDY,Tesco PLC | US8815753020
united states,THK Co,US8724341057,THKLY,THK Co | US8724341057
united states,Tiger Brands Ltd PK,US88673M2017,TBLMY,Tiger Brands Ltd PK | US88673M2017
united states,TMK ADR,US87260R3003,TMKXY,TMK ADR | US87260R3003
united states,Tokio Marine Holdings Inc,US8890941086,TKOMY,Tokio Marine Holdings Inc | US8890941086
united states,Tokyo Electron Ltd PK,US8891101029,TOELY,Tokyo Electron Ltd PK | US8891101029
united states,Tokyo Gas Co,US8891151016,TKGSY,Tokyo Gas Co | US8891151016
united states,Topdanmark AS,US89054C1018,TPDKY,Topdanmark AS | US89054C1018
united states,Toppan Printing,US8907473065,TOPPY,Toppan Printing | US8907473065
united states,Toray Industries ADR,US8908802064,TRYIY,Toray Industries ADR | US8908802064
united states,Toshiba Corp PK,US8914933069,TOSYY,Toshiba Corp PK | US8914933069
united states,Toto,US8915152073,TOTDY,Toto | US8915152073
united states,Toyota Industries Corporation,US8923301019,TYIDY,Toyota Industries Corporation | US8923301019
united states,TravelSky ADR,US89420Y2090,TSYHY,TravelSky ADR | US89420Y2090
united states,Treasury Wine Estates Ltd PK,US89465J1097,TSRYY,Treasury Wine Estates Ltd PK | US89465J1097
united states,Trend Micro ADR,US89486M2061,TMICY,Trend Micro ADR | US89486M2061
united states,Tsingtao Brewery Co,US8985291025,TSGTY,Tsingtao Brewery Co | US8985291025
united states,Tullow Oil ADR,US8994152028,TUWOY,Tullow Oil ADR | US8994152028
united states,Turkiye Garanti Bankasi AS,US9001487019,TKGBY,Turkiye Garanti Bankasi AS | US9001487019
united states,UbiSoft Entertainment Inc,US90348R1023,UBSFY,UbiSoft Entertainment Inc | US90348R1023
united states,UCB SA,US9034801012,UCBJY,UCB SA | US9034801012
united states,Unicharm Corp,US90460M2044,UNICY,Unicharm Corp | US90460M2044
united states,United Overseas Bank ADR,US9112713022,UOVEY,United Overseas Bank ADR | US9112713022
united states,United Utilities ADR,US91311E1029,UUGRY,United Utilities ADR | US91311E1029
united states,UPM-Kymmene Corp,US9154361094,UPMKY,UPM-Kymmene Corp | US9154361094
united states,Usinas Siderurgicas de Minas Gerais,US9173022008,USNZY,Usinas Siderurgicas de Minas Gerais | US9173022008
united states,Valeo ADR,US9191343048,VLEEY,Valeo ADR | US9191343048
united states,Vallourec SA,US92023R3084,VLOWY,Vallourec SA | US92023R3084
united states,Vestas Wind Systems AS,US9254581013,VWDRY,Vestas Wind Systems AS | US9254581013
united states,Vinci ADR,US9273201015,VCISY,Vinci ADR | US9273201015
united states,Vivendi SA PK,US92852T2015,VIVHY,Vivendi SA PK | US92852T2015
united states,Vodacom Group Ltd PK,US92858D2009,VDMCY,Vodacom Group Ltd PK | US92858D2009
united states,Volkswagen Pref ADR,US9286625010,VWAPY,Volkswagen Pref ADR | US9286625010
united states,VTech ADR,US9289292073,VTKLY,VTech ADR | US9289292073
united states,Wal-Mart De Mexico,US93114W1071,WMMVY,Wal-Mart De Mexico | US93114W1071
united states,Weichai Power Company,US9485971090,WEICY,Weichai Power Company | US9485971090
united states,Weir Group PLC,US94876Q2057,WEGRY,Weir Group PLC | US94876Q2057
united states,Wesfarmers ADR,US9508403063,WFAFY,Wesfarmers ADR | US9508403063
united states,West Japan Railway ADR,US9534321016,WJRYY,West Japan Railway ADR | US9534321016
united states,Wharf Holdings,US9622574088,WARFY,Wharf Holdings | US9622574088
united states,Wheelock & Co,US9632712009,WHLKY,Wheelock & Co | US9632712009
united states,Wienerberger Baustoffindustrie,US9676621074,WBRBY,Wienerberger Baustoffindustrie | US9676621074
united states,William Hill ADR,US96925P1049,WIMHY,William Hill ADR | US96925P1049
united states,Wilmar International,US9714331074,WLMIY,Wilmar International | US9714331074
united states,WM Morrison ADR,US92933J1079,MRWSY,WM Morrison ADR | US92933J1079
united states,Ferguson ADR,US31502A3032,FERGY,Ferguson ADR | US31502A3032
united states,Wolters Kluwer NV,US9778742059,WTKWY,Wolters Kluwer NV | US9778742059
united states,Woodside Petroleum ADR,US9802283088,WOPEY,Woodside Petroleum ADR | US9802283088
united states,Woolworths Holdings Ltd PK,US98088R5054,WLWHY,Woolworths Holdings Ltd PK | US98088R5054
united states,Worley Parsons,US98161Q1013,WYGPY,Worley Parsons | US98161Q1013
united states,Wynn Macau ADR,US98313R1068,WYNMY,Wynn Macau ADR | US98313R1068
united states,Z Holdings,US98877X1019,YAHOY,Z Holdings | US98877X1019
united states,Yara International ASA,US9848512045,YARIY,Yara International ASA | US9848512045
united states,Yue Yuen Industrial Holdings,US9884151054,YUEIY,Yue Yuen Industrial Holdings | US9884151054
united states,Zurich Insurance Group,US9898251049,ZURVY,Zurich Insurance Group | US9898251049
united states,Ashtead Gro,US0450551009,ASHTY,Ashtead Gro | US0450551009
united states,Atlas Copco ADR,US0492558053,ATLCY,Atlas Copco ADR | US0492558053
united states,Coloplast A,US19624Y1010,CLPBY,Coloplast A | US19624Y1010
united states,Galp Energa,US3640971053,GLPEY,Galp Energa | US3640971053
united states,Henkel Ag A,US42550U2087,HENOY,Henkel Ag A | US42550U2087
united states,Klabin Sa A,US49834M1009,KLBAY,Klabin Sa A | US49834M1009
united states,Kroton Edct,US50106A4022,COGNY,Kroton Edct | US50106A4022
united states,Nintendo ADR,US6544453037,NTDOY,Nintendo ADR | US6544453037
united states,Surgutneftegaz ADR,US8688612048,SGTZY,Surgutneftegaz ADR | US8688612048
united states,Smurfit Kappa,US83272W1062,SMFKY,Smurfit Kappa | US83272W1062
united states,Turkiye Vakiflar Bankasi ADR,US90015N1037,TKYVY,Turkiye Vakiflar Bankasi ADR | US90015N1037
united states,Volkswagen 10 Pref ADR,US9286626000,VWAGY,Volkswagen 10 Pref ADR | US9286626000
united states,South32 ADR,US84473L1052,SOUHY,South32 ADR | US84473L1052
united states,DSV,US26251A1088,DSDVY,DSV | US26251A1088
united states,Ferrovial,US3154371039,FRRVY,Ferrovial | US3154371039
united states,Renault,US7596734035,RNLSY,Renault | US7596734035
united states,EasyJet ADR,US2778562098,ESYJY,EasyJet ADR | US2778562098
united states,Essity ADR,US29729L1026,ESSYY,Essity ADR | US29729L1026
united states,Rexel ADR,US7616811052,RXEEY,Rexel ADR | US7616811052
united states,Arcelik  ADR,US03937X1090,ACKAY,Arcelik  ADR | US03937X1090
